kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG,Eng,1,ChatLlama2,9,IAEA 최종 보고서는 일본의 해양범죄에 대한 면죄부가 아니다.,"(a:IAEA)
(b:보고서)
(c:일본)
(d:해양범죄)
(e:면죄부)
(a)-[:최종]->(b)
(b)-[:보고서]->(c)
(c)-[:해양범죄]->(d)
",1,
LPG,Eng,1,ChatLlama2,10,지연된 정의는 정의가 아니다.,"(a:정의 {이름: '지연된 정의'})
",1,
LPG,Eng,1,ChatLlama2,11,구로공단 '공순이'는 21세기 '콜순이'가 되었다.,"(a:구로공단 {이름: '공순이'})
(a)-[:변화]->(:콜순이)
",1,
LPG,Eng,1,ChatLlama2,12,미끄러운 빗길은 교통사고로 이어졌다.,"(a:미끄러운_빗길)
(b:교통사고)
",1,
LPG,Eng,1,ChatLlama2,13,아프리카 국가들은 에볼라 바이러스 감염 확산에 대응하고 있습니다.,"(a:아프리카 {이름: '아프리카 국가들'})
(b:에볼라 {이름: '에볼라 바이러스'})
(c:감염 {이름: '감염 확산'})
(a)-[:대응하다]->(c)
",1,
LPG,Eng,1,ChatLlama2,14,여름 휴가지가 인기로 떠오르고 있습니다.,"(a:여름_휴가지)
",1,
LPG,Eng,1,ChatLlama2,15,희귀병 환자는 세상을 떠나고도 4명에게 생명을 주었다.,"(a:희귀병_환자)
(b:생명)
(a)-[:떠나다]->(:None)
(a)-[:생명_주다]->(b)
",1,
LPG,Eng,1,ChatLlama2,16,엄마가 아기에게 이름을 붙여주었다.,"(a:엄마)
",1,
LPG,Eng,1,ChatLlama2,17,'50억 무죄' 판결은 이 당연한 의문에 답을 주지 못한다.,"(a:판결 {이름: '50억 무죄'})
(b:의문)
",1,
LPG,Eng,1,ChatLlama2,18,농구 국가대표팀이 월드컵 본선 진출에 성공했습니다.,"(a:농구_국가대표팀)
",1,
LPG,Eng,1,ChatLlama2,19,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"(a:번개장터)
(b:우정사업본부)
(c:중고_거래_플랫폼)
(d:우체국소포)
(a)-[:정식_출시]->(d)
(a)-[:협력]->(b)
",1,
LPG,Eng,1,ChatLlama2,20,첫 월급을 받은 아들과 딸이 깜짝 선물을 주었다.,"(a:사람 {이름: '아들'})
(b:사람 {이름: '딸'})
(a)-[:첫_월급을_받았다]->(:None)
(b)-[:깜짝_선물을_주었다]->(:None)
",1,
LPG,Eng,1,ChatLlama2,21,"물가 상승으로 가계부담이 늘어나고 있으며, 이로 인해 인플레이션 우려가 커지고 있습니다.","(a:물가 {이름: '물가 상승'})
(b:가계부담)
(a)-[:로_인해]->(b)
(b)-[:늘어나다]->(:None)
(c:인플레이션 {이름: '인플레이션 우려'})
",1,
LPG,Eng,1,ChatLlama2,22,"테슬라는 자율주행 자동차 사고로 논란이 일어나고 있으며, 안전성에 대한 논의가 계속되고 있습니다.","(a:테슬라)
(b:자율주행_자동차)
(c:사고)
(e:안전성)
(a)-[:개발했다]->(b)
(b)-[:사고로_인해]->(c)
(c)-[:논란이_일어나다]->(d)
",1,
LPG,Eng,1,ChatLlama2,23,정부는 기후변화 대응을 강화하기 위해 신재생에너지에 대한 투자를 확대하고 있습니다.,"(a:정부)
(b:기후변화 {이름: '기후변화 대응'})
(c:신재생에너지)
(a)-[:투자확대]->(c)
",1,
LPG,Eng,1,ChatLlama2,24,세계보건기구(WHO)가 신병균 '루카'에 대한 글로벌 대응을 위해 협의하고 있습니다.,"(a:기구 {이름: '세계보건기구(WHO)'})
(b:신병균 {이름: '루카'})
(a)-[:협의하다]->(b)
",1,
LPG,Eng,1,ChatLlama2,25,미국과 중국은 무역갈등을 완화하기 위해 협상을 재개하려고 합니다.,"(a:국가 {이름: '미국'})
(b:국가 {이름: '중국'})
(a)-[:무역갈등]->(:None)
(b)-[:무역갈등]->(:None)
(a)-[:협상]->(b)
",1,
LPG,Eng,1,ChatLlama2,26,한국 청소년들의 스마트폰 중독이 증가하면서 대책 마련 필요성이 제기되고 있습니다.정부가 코로나19 방역 대책 강화를 위해 예산 증액을 추진하고 있습니다.,"(a:한국 {이름: '한국 청소년'})
(b:스마트폰 {이름: '스마트폰 중독'})
(c:증가 {이름: '증가'})
(d:대책 {이름: '대책 마련 필요성'})
(e:정부 {이름: '정부'})
(f:코로나19 {이름: '코로나19 방역'})
(g:예산 {이름: '예산 증액'})
(a)-[:중독]->(b)
(b)-[:증가]->(c)
(c)-[:제기되다]->(d)
(d)-[:대책]->(e)
(e)-[:추진]->(f)
(f)-[:방역]->(g)
",1,
LPG,Eng,1,ChatLlama2,27,젊은 릴케는 스승이 아닌 동료였기에 멘토가 되었다.,"(a:사람 {이름: '젊은 릴케'})
(b:사람 {이름: '스승'})
(c:사람 {이름: '동료'})
(a)-[:스승이_아닌]->(b)
(a)-[:동료였기에]->(c)
",1,
LPG,Eng,1,ChatLlama2,28,검사마저 울먹이자 법정은 울음바다가 되었다.,"(a:검사)
(b:울먹이자)
(c:법정)
(a)-[:울먹이자 {이름: '울먹이자'}]->(b)
",1,
LPG,Eng,1,ChatLlama2,29,중소기업중앙회는 지난 13일부터 20일까지 3062개 중소기업을 대상으로 실시한 ‘2023년 8월 중소기업 경기전망조사’ 결과를 30일 밝혔다.,"(a:중소기업중앙회)
(b:조사 {이름: '2023년 8월 중소기업 경기전망조사'})
(c:3062개 {이름: '중소기업'})
(a)-[:실시했다 {시간: '지난 13일부터 20일까지'}]->(b)
",1,
LPG,Eng,1,ChatLlama2,30,먼저 ‘어제 행복도’는 10점 만점 기준 2018년 5.72점에서 2022년 6.29점으로 상승했다.,"(a:행복도 {이름: '어제 행복도'})
(b:년 {이름: '2018년'})
(c:년 {이름: '2022년'})
(a)-[:10점_만점_기준 {달: '5.72점'}]->(b)
",1,
LPG,Eng,1,ChatLlama2,0,국내 외식업계가 위축되었다.,"(a:국내 {이름: '외식업계'})
",1,
LPG,Eng,1,ChatLlama2,1,플라스틱 사용 줄이기 캠페인이 확대되었다.,"(a:플라스틱)
(b:사용)
(c:줄이기)
(d:캠페인)
(a)-[:사용->](b)
(b)-[:줄이기->](c)
(c)-[:확대
",0,(a)-[:사용->](b)
LPG,Eng,1,ChatLlama2,2,환경 보호 운동이 활발히 일어나고 있다.,"(a:환경 {이름: '환경 보호'})
(a)-[:보호하다]->(:None)
",1,
LPG,Eng,1,ChatLlama2,3,한국 우주청은 달 탐사 로봇 '루나 2'를 성공적으로 발사하였습니다.,"(a:한국_우주청)
(b:달_탐사_로봇 {이름: '루나 2'})
(a)-[:발사하였다]->(b)
",1,
LPG,Eng,1,ChatLlama2,4,유럽 연합은 인공지능 규제에 대한 법안을 추진하고 있습니다.,"(a:유럽_연합)
(b:인공지능)
(a)-[:추진하다]->(b)
",1,
LPG,Eng,1,ChatLlama2,5,올림픽 평화봉송단이 남북한 선수들의 공동 출전을 예고하였습니다.,"(a:올림픽 {이름: '평화봉송단'})
(b:남북한 {이름: '선수들'})
(a)-[:예고하다]->(b)
",1,
LPG,Eng,1,ChatLlama2,6,교육부는 국내 초중고등학교의 교육과정 개편을 검토 중에 있습니다.,"(a:교육부)
(b:교육과정)
(a)-[:검토_중에_있다]->(b)
",1,
LPG,Eng,1,ChatLlama2,7,나는 선생님이 아니다.,"(a:사람 {이름: '나'})
",1,
LPG,Eng,1,ChatLlama2,8,한국은 '반도체 1위'가 아니다.,"(a:국가 {이름: '한국'})
(b:반도체 {순위: '1위'})
",1,
LPG,Eng,1,ChatLlama2,9,IAEA 최종 보고서는 일본의 해양범죄에 대한 면죄부가 아니다.,"(a:IAEA)
(b:보고서)
(c:일본)
(d:해양범죄)
(e:면죄부)
(a)-[:최종]->(b)
(b)-[:보고서]->(c)
(c)-[:해양범죄]->(d)
",1,
LPG,Eng,1,ChatLlama2,10,지연된 정의는 정의가 아니다.,"(a:정의 {이름: '지연된 정의'})
",1,
LPG,Eng,1,ChatLlama2,11,구로공단 '공순이'는 21세기 '콜순이'가 되었다.,"(a:구로공단 {이름: '공순이'})
(a)-[:변화]->(:콜순이)
",1,
LPG,Eng,1,ChatLlama2,12,미끄러운 빗길은 교통사고로 이어졌다.,"(a:미끄러운_빗길)
(b:교통사고)
",1,
LPG,Eng,1,ChatLlama2,13,아프리카 국가들은 에볼라 바이러스 감염 확산에 대응하고 있습니다.,"(a:아프리카 {이름: '아프리카 국가들'})
(b:에볼라 {이름: '에볼라 바이러스'})
(c:감염 {이름: '감염 확산'})
(a)-[:대응하다]->(c)
",1,
LPG,Eng,1,ChatLlama2,14,여름 휴가지가 인기로 떠오르고 있습니다.,"(a:여름_휴가지)
",1,
LPG,Eng,1,ChatLlama2,15,희귀병 환자는 세상을 떠나고도 4명에게 생명을 주었다.,"(a:희귀병_환자)
(b:생명)
(a)-[:떠나다]->(:None)
(a)-[:생명_주다]->(b)
",1,
LPG,Eng,1,ChatLlama2,16,엄마가 아기에게 이름을 붙여주었다.,"(a:엄마)
",1,
LPG,Eng,1,ChatLlama2,17,'50억 무죄' 판결은 이 당연한 의문에 답을 주지 못한다.,"(a:판결 {이름: '50억 무죄'})
(b:의문)
",1,
LPG,Eng,1,ChatLlama2,18,농구 국가대표팀이 월드컵 본선 진출에 성공했습니다.,"(a:농구_국가대표팀)
",1,
LPG,Eng,1,ChatLlama2,19,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"(a:번개장터)
(b:우정사업본부)
(c:중고_거래_플랫폼)
(d:우체국소포)
(a)-[:정식_출시]->(d)
(a)-[:협력]->(b)
",1,
LPG,Eng,1,ChatLlama2,20,첫 월급을 받은 아들과 딸이 깜짝 선물을 주었다.,"(a:사람 {이름: '아들'})
(b:사람 {이름: '딸'})
(a)-[:첫_월급을_받았다]->(:None)
(b)-[:깜짝_선물을_주었다]->(:None)
",1,
LPG,Eng,1,ChatLlama2,21,"물가 상승으로 가계부담이 늘어나고 있으며, 이로 인해 인플레이션 우려가 커지고 있습니다.","(a:물가 {이름: '물가 상승'})
(b:가계부담)
(a)-[:로_인해]->(b)
(b)-[:늘어나다]->(:None)
(c:인플레이션 {이름: '인플레이션 우려'})
",1,
LPG,Eng,1,ChatLlama2,22,"테슬라는 자율주행 자동차 사고로 논란이 일어나고 있으며, 안전성에 대한 논의가 계속되고 있습니다.","(a:테슬라)
(b:자율주행_자동차)
(c:사고)
(e:안전성)
(a)-[:개발했다]->(b)
(b)-[:사고로_인해]->(c)
(c)-[:논란이_일어나다]->(d)
",1,
LPG,Eng,1,ChatLlama2,23,정부는 기후변화 대응을 강화하기 위해 신재생에너지에 대한 투자를 확대하고 있습니다.,"(a:정부)
(b:기후변화 {이름: '기후변화 대응'})
(c:신재생에너지)
(a)-[:투자확대]->(c)
",1,
LPG,Eng,1,ChatLlama2,24,세계보건기구(WHO)가 신병균 '루카'에 대한 글로벌 대응을 위해 협의하고 있습니다.,"(a:기구 {이름: '세계보건기구(WHO)'})
(b:신병균 {이름: '루카'})
(a)-[:협의하다]->(b)
",1,
LPG,Eng,1,ChatLlama2,25,미국과 중국은 무역갈등을 완화하기 위해 협상을 재개하려고 합니다.,"(a:국가 {이름: '미국'})
(b:국가 {이름: '중국'})
(a)-[:무역갈등]->(:None)
(b)-[:무역갈등]->(:None)
(a)-[:협상]->(b)
",1,
LPG,Eng,1,ChatLlama2,26,한국 청소년들의 스마트폰 중독이 증가하면서 대책 마련 필요성이 제기되고 있습니다.정부가 코로나19 방역 대책 강화를 위해 예산 증액을 추진하고 있습니다.,"(a:한국 {이름: '한국 청소년'})
(b:스마트폰 {이름: '스마트폰 중독'})
(c:증가 {이름: '증가'})
(d:대책 {이름: '대책 마련 필요성'})
(e:정부 {이름: '정부'})
(f:코로나19 {이름: '코로나19 방역'})
(g:예산 {이름: '예산 증액'})
(a)-[:중독]->(b)
(b)-[:증가]->(c)
(c)-[:제기되다]->(d)
(d)-[:대책]->(e)
(e)-[:추진]->(f)
(f)-[:방역]->(g)
",1,
LPG,Eng,1,ChatLlama2,27,젊은 릴케는 스승이 아닌 동료였기에 멘토가 되었다.,"(a:사람 {이름: '젊은 릴케'})
(b:사람 {이름: '스승'})
(c:사람 {이름: '동료'})
(a)-[:스승이_아닌]->(b)
(a)-[:동료였기에]->(c)
",1,
LPG,Eng,1,ChatLlama2,28,검사마저 울먹이자 법정은 울음바다가 되었다.,"(a:검사)
(b:울먹이자)
(c:법정)
(a)-[:울먹이자 {이름: '울먹이자'}]->(b)
",1,
LPG,Eng,1,ChatLlama2,29,중소기업중앙회는 지난 13일부터 20일까지 3062개 중소기업을 대상으로 실시한 ‘2023년 8월 중소기업 경기전망조사’ 결과를 30일 밝혔다.,"(a:중소기업중앙회)
(b:조사 {이름: '2023년 8월 중소기업 경기전망조사'})
(c:3062개 {이름: '중소기업'})
(a)-[:실시했다 {시간: '지난 13일부터 20일까지'}]->(b)
",1,
LPG,Eng,1,ChatLlama2,30,먼저 ‘어제 행복도’는 10점 만점 기준 2018년 5.72점에서 2022년 6.29점으로 상승했다.,"(a:행복도 {이름: '어제 행복도'})
(b:년 {이름: '2018년'})
(c:년 {이름: '2022년'})
(a)-[:10점_만점_기준 {달: '5.72점'}]->(b)
",1,
LPG,Eng,1,ChatLlama2,31,"제조업의 8월 경기전망은 전월대비 3.5p 하락한 80.6이며, 비제조업은 2.4p 상승한 79.3으로 나타났다.","(a:경기전망 {이름: '제조업'})
(b:경기전망 {이름: '비제조업'})
(a)-[:8월]->(c:80.6)
(b)-[:8월]->(d:79.3)
(c)-[:전월대비]->(e:3.5p)
(d)-[:상승]->(f
",0,(a)-[:8월]->(c:80.6)
LPG,Eng,1,ChatLlama2,32,"올해 장마는 평년보다 많은 비를 기록할 가능성이 높다는 게 전문가들 관측이다. 기상청은 장마철이 시작된 6월25일부터 현재까지 약 2주간 전국 대부분 지역에 200~300㎜, 전남 일부 지역은 600㎜ 안팎의 많은 누적 강수량을 기록했다고 밝혔다.","(a:장마)
(c:비)
(d:전문가들)
(e:기상청)
(f:6월25일)
(g:현재)
(i:대부분)
(j:지역)
(n:강수량)
(a)-[:평년보다]->(b)
(c)-[:많은]->(a)
(d)-[:관측]->(c)
(e)-[:장마철이_시작된]->(f)
(f)-[:현재까지]->(g)
(g)-[:전국_대부분_지역에]->(h)
(h)-[:200~300㎜]->(i)
(i)-[:전남 일부 지역은]->(j)
(j)-[:600㎜ 안팎의]->(k)
(k)-[:누적 강수량을]->(m)
(m)-[:기록했다고]->(n)
(n)-[:밝혔다
",0,(h)-[:200~300㎜]->(i)
LPG,Eng,1,ChatLlama2,33,"온라인동영상서비스(OTT) 플랫폼 넷플릭스가 구독자 간 ‘무료 계정 공유’를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다. 19일(현지시간) 넷플릭스가 발표한 실적 보고서를 보면, 넷플릭스 가입자는 올해 2분기 전세계에서 589만명 증가해 총 2억3839만명이 됐다. 전체 가입자 수가 지난해 같은 기간보다 8.0% 늘었다. 2분기 매출액은 81억8700만달러(약 10조3700억원), 영업이익은 18억2700만달러(약 2조3100억원)로 지난해 동기 대비 각각 2.7%, 15.8% 늘었다.","(a:넷플릭스)
(b:구독자)
(c:무료_계정_공유)
(d:신규_구독자)
(e:실적_보고서)
(f:가입자)
(g:매출액)
(h:영업이익)
(a)-[:금지]->(c)
(c)-[:간 ->](d)
(d)-[:증가]->(b)
(b)-[:전세계 ->](f)
(f)-[:늘었다 ->](e)
(e)-[:매출액 ->](g)
(g)-[:영업이익
",0,(c)-[:간 ->](d)
LPG,Eng,1,ChatLlama2,34,"[오늘부터 이틀간 '전력 피크'…산업장관 ""이번주 에너지 절감 동참"" 호소]

오늘부터 이틀간이 전력 수요 피크를 이룰 것으로 보인다. 이창양 산업통상자원부 장관은 7일 서울 마포구 중부발전 서울발전본부를 직업 찾아 전력설비 관리 현황을 점검하고 현장직원을 격려했다. 또 이번 주는 전 국민적으로 에너지 절감에 동참해 달라고 당부했다.
이 장관은 설비점검 현황을 직접 보고받고, 발전소 운영을 통제하는 전기실·가스터빈이 가동 중인 지하발전소 등 주요시설을 시찰하며 전력 수급 상황을 살폈다.
이 장관은 ""이번 주 수요증가에 대비해 원전, 화력발전 등을 총동원하여 충분한 공급능력을 확보했으나 예상을 벗어난 폭염이나 피크시간대 태양광발전 변동성 등이 생길 수 있으므로 실시간으로 상황을 살피며 수급관리에 한치의 빈틈이 없도록 관리하겠다""고 밝혔다.
또 이 장관은 유관 기관에 ""전력 설비를 반복적으로 점검해 불시고장이 발생하지 않도록 미연에 방지하고, 폭염이 지속되는 상황에서 현장 근로자들의 온열질환 등 작업장 안전관리도 세심히 챙겨달라""고 당부했다.
이어 국민에게도 ""수요를 결정하는 것은 결국 국민""이라며 ""이번주 만큼은 에너지 절감에 동참하고 일부 매장의 개문냉방을 자제해달라""고 요청했다.
산업부는 기상청의 예보 등을 종합해 7일부터 8일 오후까지 전력 수요가 올 여름 최고치인 92.9GW(기가와트)까지 높아질 것이라고 보고 있다. 전력거래소는 이날 최대전력 발생 시간은 오후 5∼6시, 최대전력은 92.7GW로 예상하고 있다.
전력 공급 능력은 104GW가 확보된 상황이다. 지난달 말 고장으로 가동이 멈췄던 한빛원전 2호기가 지난 4일 원자력안전위원회의 재가동 승인에 따라 6일부터 정상 가동되면서 한숨 돌린 모양새다.
피크시 92.9GW의 전력 수요에 대응하더라도 11GW 이상의 예비력이 남아있는 셈이다. 전력 경보 기준은 예비력 4.5GW 시 '관심'에서 시작해 3.5GW '주의', 2.5GW '경계', 1.5GW '심각'으로 격상된다.
전력 당국은 지난 6월 15일부터 여름철 대책 기간을 운영 중이다. 이번 주 피크에 대비해 사실상 비상 체제를 가동하고 있다.

출처: https://www.joongang.co.kr/article/25182967","* 오늘부터 이틀간, 전력 수요 피크가 예상되어 있습니다.
* 산업장관은 전력 설비를 반복적으로 점검하여 불시고장이 발생하지 않도록 미연에 방지하고, 폭염이 지속되는 상황에서 현장 근로자들의 온열질환 등 작업장 안전관리도 세심히 챙겨달라고 당부했습니다.
* 국민에게도 ""수요를 결정하는 것은 결국 국민""이라며 ""이번주 만큼은 에너지 절감에 동참하고 일부 매장의 개문냉방을 자제해달라""고 요청했습니다.
* 산업부는 7일부터 8일 오후까지 전력 수요가 92.9GW까지 높아질 것이라고 보고 있습니다.
* 전력거래소는 이날 최대전력 발생 시간은 오후 5∼6시, 최대전력은 92.7GW로 예상하고
",0,"* 오늘부터 이틀간, 전력 수요 피크가 예상되어 있습니다."
