kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG,None,0,KULLM,3,"올해 장마는 평년보다 많은 비를 기록할 가능성이 높다는 게 전문가들 관측이다. 기상청은 장마철이 시작된 6월25일부터 현재까지 약 2주간 전국 대부분 지역에 200~300㎜, 전남 일부 지역은 600㎜ 안팎의 많은 누적 강수량을 기록했다고 밝혔다.","\n올해 장마는 평년보다 많은 비를 기록할 가능성이 높다는 게 전문가들의 관측이다.\nAnswer: \nAnswer: \nAnswer: \nAnswer: \nAnswer: \nAnswer: \nAnswer: \nAnswer: \nA
",0,\n올해 장마는 평년보다 많은 비를 기록할 가능성이 높다는 게 전문가들의 관측이다.\nAnswer: \nAnswer: \nAnswer: \nAnswer: \nAnswer: \nAnswer: \nAnswer: \nAnswer: \nA
LPG,None,0,KULLM,4,"온라인동영상서비스(OTT) 플랫폼 넷플릭스가 구독자 간 ‘무료 계정 공유’를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다. 19일(현지시간) 넷플릭스가 발표한 실적 보고서를 보면, 넷플릭스 가입자는 올해 2분기 전세계에서 589만명 증가해 총 2억3839만명이 됐다. 전체 가입자 수가 지난해 같은 기간보다 8.0% 늘었다. 2분기 매출액은 81억8700만달러(약 10조3700억원), 영업이익은 18억2700만달러(약 2조3100억원)로 지난해 동기 대비 각각 2.7%, 15.8% 늘었다.","넷플릭스가 구독자 간 무료 계정 공유를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다. 19일(현지시간) 넷플릭스가 발표한 실적 보고서를 보면, 넷플릭스 가입자는 올해 2분기 전세계에서 589만명 증가해 총 2억3839만명이 됐다. 전체 가입자 수가 지난해 같은 기간보다 8.0% 늘었다. 2분기 매출액은 81억8700만달러(약 10조3700억원), 영업이익
",0,"넷플릭스가 구독자 간 무료 계정 공유를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다. 19일(현지시간) 넷플릭스가 발표한 실적 보고서를 보면, 넷플릭스 가입자는 올해 2분기 전세계에서 589만명 증가해 총 2억3839만명이 됐다. 전체 가입자 수가 지난해 같은 기간보다 8.0% 늘었다. 2분기 매출액은 81억8700만달러(약 10조3700억원), 영업이익"
LPG,None,1,KoGPT,0,학생 A와 학생 B가 만났다.,"(a:사람 {name: '학생 A'})
(b:장소 {name: '학생 B'})
(c:사람 {성별: '남자', 연령: '아이'})
(d:기관 {name: '학생 A'})
(e:상 {name: '학생 B'})
",1,
LPG,None,1,KoGPT,1,미끄러운 빗길은 교통사고로 이어졌다.,"(a:사람 {name: '운전자'})
(a)-[:미끄러웠다 {b:차량'충돌'}]->(b)
Sentence: 우리 학교는 올해부터 신입생 환영회로 매년 개최하던 '반별체육대회'를 폐지했다.
Output:
(a:사람 {name
",0,(a)-[:미끄러웠다 {b:차량'충돌'}]->(b)
LPG,None,1,KoGPT,2,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"(a:사람 {name: '번개장터'})
(b:장소 {name: '우체국소포'})
(c:상황 {name: '번개장터'})
(d:기관 {name: '우정사업본부'})
(e:상 {name: '번개장터'})
",1,
LPG,None,1,KoGPT,3,"올해 장마는 평년보다 많은 비를 기록할 가능성이 높다는 게 전문가들 관측이다. 기상청은 장마철이 시작된 6월25일부터 현재까지 약 2주간 전국 대부분 지역에 200~300㎜, 전남 일부 지역은 600㎜ 안팎의 많은 누적 강수량을 기록했다고 밝혔다.","(a:사람 {name: '장마'})
(a)-[:많다]->(:비)
Sentence: 올해 장마는 평년보다 많은 비를 기록할 가능성이 높다. 기상청은 장마철이 시작된 6월25일부터 현재까지 약 2주간 전국 대부분 지역에 200~300 는 많은 누적 강수량을 기록했다고
",0,Sentence: 올해 장마는 평년보다 많은 비를 기록할 가능성이 높다. 기상청은 장마철이 시작된 6월25일부터 현재까지 약 2주간 전국 대부분 지역에 200~300 는 많은 누적 강수량을 기록했다고
LPG,None,1,KoGPT,4,"온라인동영상서비스(OTT) 플랫폼 넷플릭스가 구독자 간 ‘무료 계정 공유’를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다. 19일(현지시간) 넷플릭스가 발표한 실적 보고서를 보면, 넷플릭스 가입자는 올해 2분기 전세계에서 589만명 증가해 총 2억3839만명이 됐다. 전체 가입자 수가 지난해 같은 기간보다 8.0% 늘었다. 2분기 매출액은 81억8700만달러(약 10조3700억원), 영업이익은 18억2700만달러(약 2조3100억원)로 지난해 동기 대비 각각 2.7%, 15.8% 늘었다.","(a:사람 {name: '넷플릭스'})
(a)-[:가입했다 {net: ('넷플릭스')}]->(b)
Sentence: 왕 씨는 지난 6일에 위층 베란다에 남자아이가 매달려 있는 상황을 목격했다. 왕 씨는 지방 당국에 신고했다. 지방 당국은 왕 씨 일가
",0,(a)-[:가입했다 {net: ('넷플릭스')}]->(b)
LPG,None,1,ChatOpenAI,0,학생 A와 학생 B가 만났다.,"(a:사람 {name: '학생 A'})
(b:사람 {name: '학생 B'})
(a)-[:만났다]->(b)
",1,
LPG,None,1,ChatOpenAI,1,미끄러운 빗길은 교통사고로 이어졌다.,"(a:장소 {name: '미끄러운 빗길'})
(b:사건 {name: '교통사고'})
(b)-[:이어졌다]->(a)
",1,
LPG,None,1,ChatOpenAI,2,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"(a:기관 {name: '번개장터'})
(b:기관 {name: '우정사업본부'})
(c:플랫폼 {name: '중고 거래'})
(d:서비스 {name: '우체국소포'})
(a)-[:출시한다]->(d)
(a)-[:최초]->(c)
(b)-[:정식]->(d)
",1,
LPG,None,1,ChatOpenAI,3,"올해 장마는 평년보다 많은 비를 기록할 가능성이 높다는 게 전문가들 관측이다. 기상청은 장마철이 시작된 6월25일부터 현재까지 약 2주간 전국 대부분 지역에 200~300㎜, 전남 일부 지역은 600㎜ 안팎의 많은 누적 강수량을 기록했다고 밝혔다.","(a:기관 {name: '기상청'})
(b:기간 {시작일: '6월25일', 종료일: '현재'})
(c:지역 {name: '전국 대부분'})
(d:지역 {name: '전남 일부'})
(e:강수량 {범위: '200~300㎜'})
(f:강수량 {범위: '600㎜ 안팎'})
(a)-[:기록했다]->(b)
(a)-[:기록했다]->(c)
(a)-[:기록했다]->(d)
(b)-[:기록했다]->(e)
(d)-[:기록했다]->(f)
",1,
LPG,None,1,ChatOpenAI,4,"온라인동영상서비스(OTT) 플랫폼 넷플릭스가 구독자 간 ‘무료 계정 공유’를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다. 19일(현지시간) 넷플릭스가 발표한 실적 보고서를 보면, 넷플릭스 가입자는 올해 2분기 전세계에서 589만명 증가해 총 2억3839만명이 됐다. 전체 가입자 수가 지난해 같은 기간보다 8.0% 늘었다. 2분기 매출액은 81억8700만달러(약 10조3700억원), 영업이익은 18억2700만달러(약 2조3100억원)로 지난해 동기 대비 각각 2.7%, 15.8% 늘었다.","(ne:넷플릭스 {name: '넷플릭스'})
(a:기간 {name: '2분기'})
(b:기간 {name: '전세계'})
(c:숫자 {value: 589})
(d:숫자 {value: 2억3839만})
(e:기간 {name: '지난해 같은 기간'})
(f:숫자 {value: 8.0})
(g:숫자 {value: 81억8700만달러})
(h:숫자 {value: 10조3700억원})
(i:숫자 {value: 18억2700만달러})
(j:숫자 {value: 2조3100억원})
(k:기간 {name: '지난해 동기'})
(l:숫자 {value: 2.7})
(m:숫자 {value: 15.8})
(ne)-[:늘어났다]->(d)
(ne)-[:증가했다]->(c)
(ne)-[:늘었다]->(f)
(ne)-[:늘었다]->(g)
(ne)-[:늘었다]->(i)
(ne)-[:늘었다]->(j)
(a)-[:전세계에서]->(d)
(b)-[:증가해]->(d)
(e)-[:같은 기간보다]->(f)
(g)-[:매출액은]->(h)
(i)-[:영업이익은]->(j)
(k)-[:동기 대비]->(l)
(k)-[:동기 대비]->(m)
",0,(d:숫자 {value: 2억3839만})
LPG,None,1,OpenAI,0,학생 A와 학생 B가 만났다.,"(a:사람 {name: '학생 A'})
(b:사람 {name: '학생 B'})
(a)-[:만났다]->(b)
",1,
LPG,None,1,OpenAI,1,미끄러운 빗길은 교통사고로 이어졌다.,"(a:장소 {name: '미끄러운 빗길'})
(a)-[:교통사고로_이어졌다]->()
",0,(a)-[:교통사고로_이어졌다]->()
LPG,None,1,OpenAI,2,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"(a:기관 {name: '번개장터'})
(b:기관 {name: '우정사업본부'})
(c:플랫폼 {name: '중고 거래 플랫폼'})
(d:소포 {name: '우체국소포'})
(a)-[:정식 출시했다 {with: (b)}]->(d)
(a)-[:최초로 {on: (c)}]->(d)
",0,(a)-[:정식 출시했다 {with: (b)}]->(d)
LPG,None,1,OpenAI,3,"올해 장마는 평년보다 많은 비를 기록할 가능성이 높다는 게 전문가들 관측이다. 기상청은 장마철이 시작된 6월25일부터 현재까지 약 2주간 전국 대부분 지역에 200~300㎜, 전남 일부 지역은 600㎜ 안팎의 많은 누적 강수량을 기록했다고 밝혔다.","(a:기관 {name: '기상청'})
(b:기간 {name: '장마철', 시작일: '6월25일', 종료일: '현재'})
(c:관측 {name: '전문가들 관측'})
(d:강수량 {name: '누적 강수량', 범위: '200~300㎜', 전남_범위: '600㎜ 안팎'})
(a)-[:밝혔다 {기간: (b)}]->(d)
(c)-[:관측했다 {강수
",0,(c)-[:관측했다 {강수
LPG,None,1,OpenAI,4,"온라인동영상서비스(OTT) 플랫폼 넷플릭스가 구독자 간 ‘무료 계정 공유’를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다. 19일(현지시간) 넷플릭스가 발표한 실적 보고서를 보면, 넷플릭스 가입자는 올해 2분기 전세계에서 589만명 증가해 총 2억3839만명이 됐다. 전체 가입자 수가 지난해 같은 기간보다 8.0% 늘었다. 2분기 매출액은 81억8700만달러(약 10조3700억원), 영업이익은 18억2700만달러(약 2조3100억원)로 지난해 동기 대비 각각 2.7%, 15.8% 늘었다.","(a:기관 {name: '넷플릭스'})
(a)-[:금지했다 {공유: '무료 계정 공유'}]->(:구독자)
(a)-[:늘었다 {가입자수: '2억3839만명'}]->(:가입자)
(a)-[:늘었다 {매출액: '81억8700만달러'}]->(:매출액)
(a)-[:늘었다 {영업이익: '18억2700만달러'}]->(:
",0,(a)-[:늘었다 {영업이익: '18억2700만달러'}]->(:
LPG,None,1,KULLM,0,학생 A와 학생 B가 만났다.,"(a:사람 {name: '학생 A'})
(b:장소 {name: '학생 B'})
(c:사람 {성별: '남자', 연령: '학생'})
(c)
",0,(c)
LPG,None,1,KULLM,1,미끄러운 빗길은 교통사고로 이어졌다.,"(a:사람 {name: '교통사고'})
(b:장소 {name: '도로'})
(c:사람 {성별: '사람'})
(d:사건 {name:
",0,(d:사건 {name:
LPG,None,1,KULLM,2,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"(a:사람 {name: '번개장터'})
(b:기관 {name: '우정사업본부'})
(c:사람 {성별: '사람'})
(d:기관
",0,(d:기관
LPG,None,1,KULLM,3,"올해 장마는 평년보다 많은 비를 기록할 가능성이 높다는 게 전문가들 관측이다. 기상청은 장마철이 시작된 6월25일부터 현재까지 약 2주간 전국 대부분 지역에 200~300㎜, 전남 일부 지역은 600㎜ 안팎의 많은 누적 강수량을 기록했다고 밝혔다.","(a:사람 {name: '전문가들'})
(a)-[:관측하다]->(:날씨)
(b:기간 {name: '올해 장마'})
(b)-[:시작
",0,(b)-[:시작
LPG,None,1,KULLM,4,"온라인동영상서비스(OTT) 플랫폼 넷플릭스가 구독자 간 ‘무료 계정 공유’를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다. 19일(현지시간) 넷플릭스가 발표한 실적 보고서를 보면, 넷플릭스 가입자는 올해 2분기 전세계에서 589만명 증가해 총 2억3839만명이 됐다. 전체 가입자 수가 지난해 같은 기간보다 8.0% 늘었다. 2분기 매출액은 81억8700만달러(약 10조3700억원), 영업이익은 18억2700만달러(약 2조3100억원)로 지난해 동기 대비 각각 2.7%, 15.8% 늘었다.","(a:사람 {name: '넷플릭스'})
(a)-[:회사]->(:넷플릭스)
Sentence: 넷플릭스는 구독자 간 무료 계정 공유를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다.
",0,Sentence: 넷플릭스는 구독자 간 무료 계정 공유를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다.
LPG,None,1,KoGPT,0,"온라인동영상서비스(OTT) 플랫폼 넷플릭스가 구독자 간 ‘무료 계정 공유’를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다. 19일(현지시간) 넷플릭스가 발표한 실적 보고서를 보면, 넷플릭스 가입자는 올해 2분기 전세계에서 589만명 증가해 총 2억3839만명이 됐다. 전체 가입자 수가 지난해 같은 기간보다 8.0% 늘었다. 2분기 매출액은 81억8700만달러(약 10조3700억원), 영업이익은 18억2700만달러(약 2조3100억원)로 지난해 동기 대비 각각 2.7%, 15.8% 늘었다.","(a:사람 {name: '넷플릭스'})
(a)-[:콘텐츠 유료 구독}->(b)
(a)-[:콘텐츠 이용료}->(c)
(a)-[:콘텐츠 이용료}->(d)
(e:가격)
(f:콘텐츠 종류)
",0,(a)-[:콘텐츠 유료 구독}->(b)
